Číslo přejezdu železniční	Název definičního úseku 	Žkm přejezdu	Přejezd s trolejovým vedením	Třída pozemní komunikace	Číslo pozemní komunikace	Místní název přejezdu	Zeměpisná šířka	Zeměpisná délka
P4046	Potštejn - Litice n/Orlicí	72,05	Ne	O		u mostu	50° 04' 14.50009'' N	16° 20' 08.13292'' E
P4047	Potštejn - Litice n/Orlicí	72,357	Ne	O		u zastavky Sopotnice	50° 04' 13.48361'' N	16° 20' 23.43861'' E
P4048	žst. Litice n/Orlicí	74,939	Ne	O		žst.Litice nad Orlicí	50° 05' 09.11269'' N	16° 21' 26.11141'' E
P4049	Litice n/Orlicí - Žamberk	76,708	Ne	O		louka u řeky	50° 05' 23.21500'' N	16° 22' 42.07576'' E
P4050	Litice n/Orlicí - Žamberk	76,843	Ne	III.	3128	u zastávky Bohousová	50° 05' 26.47837'' N	16° 22' 46.27002'' E
P4051	Litice n/Orlicí - Žamberk	77,033	Ne	O		pila, u Kohouta	50° 05' 30.81041'' N	16° 22' 53.11452'' E
P4052	Litice n/Orlicí - Žamberk	78,253	Ne	O		louka, tábořiště	50° 05' 32.08640'' N	16° 23' 50.19485'' E
P4053	Litice n/Orlicí - Žamberk	80,388	Ne	O		pila Tília, na Popluzi	50° 05' 08.24548'' N	16° 25' 23.37859'' E
P4054	Litice n/Orlicí - Žamberk	81,188	Ne	O		u Kysilky	50° 05' 04.09122'' N	16° 26' 02.04823'' E
P4055	Litice n/Orlicí - Žamberk	81,729	Ne	O		u cisticky	50° 04' 51.84419'' N	16° 26' 21.25363'' E
P4056	Litice n/Orlicí - Žamberk	82,396	Ne	II.	312	u bývalé mlékarny	50° 04' 32.01700'' N	16° 26' 30.47180'' E
P4057	žst. Žamberk	82,76	Ne	C		žst.Zamberk, do Dlouhoňovic	50° 04' 28.14047'' N	16° 26' 47.88352'' E
P4058	Žamberk - Letohrad	83,403	Ne	III.	31014	u benzinky	50° 04' 21.81046'' N	16° 27' 18.46393'' E
P4058		0,192	ne				50° 04' 21.810'' N	16° 27' 18.463'' E
P4059	Žamberk - Letohrad	85,123	Ne	O		u rybníka	50° 03' 41.63238'' N	16° 28' 01.24999'' E
P4060	Žamberk - Letohrad	86,08	Ne	O		u vodního díla	50° 03' 14.65838'' N	16° 28' 24.06331'' E
P4061	Žamberk - Letohrad	87,086	Ne	O		u zastavky CD	50° 02' 57.73854'' N	16° 29' 02.44885'' E
P4062	Žamberk - Letohrad	87,474	Ne	II.	310	Lukavice, u býv.stráž.domku	50° 02' 49.41563'' N	16° 29' 16.91280'' E
P4063	Žamberk - Letohrad	88,824	Ne	C		u sběrny surovin, koupaliště	50° 02' 20.67039'' N	16° 29' 59.42143'' E
P4064	žst. Letohrad	90,555	Ano	C		u Hedvy	50° 01' 44.24705'' N	16° 30' 54.54061'' E
P4065	Letohrad - Jablonné n/Orlicí	90,872	Ano	MK		u Montostavu	50° 01' 39.64851'' N	16° 31' 08.76510'' E
P4066	Letohrad - Jablonné n/Orlicí	91,271	Ano	III.	3602	u Ferdových, u kovárny	50° 01' 31.26339'' N	16° 31' 23.78233'' E
P4067	Letohrad - Jablonné n/Orlicí	91,644	Ano	C		u p.Stružákové, u ostrova	50° 01' 21.71689'' N	16° 31' 35.25515'' E
P4068	Letohrad - Jablonné n/Orlicí	91,983	Ano	C		u nového mostu	50° 01' 15.56260'' N	16° 31' 49.13360'' E
P4069	Letohrad - Jablonné n/Orlicí	92,086	Ano	O		u rybnika	50° 01' 13.64152'' N	16° 31' 53.29948'' E
P4070	Letohrad - Jablonné n/Orlicí	93,078	Ano	O		u Myslivny	50° 00' 47.73617'' N	16° 32' 22.64518'' E
P4071	Letohrad - Jablonné n/Orlicí	93,456	Ano	O		u Pepičky	50° 00' 37.08026'' N	16° 32' 31.31850'' E
P4072	Letohrad - Jablonné n/Orlicí	96,993	Ano	O		u Vítka	50° 00' 37.89096'' N	16° 34' 43.69734'' E
P4073	Letohrad - Jablonné n/Orlicí	97,346	Ano	III.	3119	u lomu	50° 00' 48.52983'' N	16° 34' 46.85757'' E
P4074	Letohrad - Jablonné n/Orlicí	98,475	Ano	C		u betonárky	50° 01' 12.52525'' N	16° 35' 21.37188'' E
P4075	Jablonné n/Orlicí - Těchonín	99,549	Ano	I.	11	u autobusového nadrazi	50° 01' 42.06762'' N	16° 35' 48.64644'' E
P4076	Jablonné n/Orlicí - Těchonín	99,78	Ano	C		u samoobsluhy	50° 01' 48.18121'' N	16° 35' 55.55379'' E
P4077	Jablonné n/Orlicí - Těchonín	100,182	Ano	III.	31112	u Mikysku, pod tělocvičnou	50° 01' 57.33369'' N	16° 36' 09.63342'' E
P4078	Jablonné n/Orlicí - Těchonín	101,054	Ano	II.	311	u zastavky CD	50° 02' 24.88028'' N	16° 36' 09.70856'' E
P4079	Jablonné n/Orlicí - Těchonín	101,99	Ano	III.	3116	Sobkovice	50° 02' 49.87440'' N	16° 36' 30.63685'' E
P4080	Jablonné n/Orlicí - Těchonín	102,511	Ano	O		u Buku	50° 03' 03.84163'' N	16° 36' 21.77035'' E
P4081	žst. Těchonín	104,709	Ano	O		Těchonín, zastavka CD	50° 04' 09.13224'' N	16° 36' 30.93455'' E
P4082	Těchonín - Lichkov	106,094	Ano	O		Celné	50° 04' 40.83303'' N	16° 37' 01.27485'' E
P4083	Těchonín - Lichkov	106,418	Ano	O		Celné	50° 04' 49.47772'' N	16° 37' 09.03179'' E
P4084	Těchonín - Lichkov	106,994	Ano	O		Celné	50° 04' 59.29048'' N	16° 37' 32.68169'' E
P4085	Těchonín - Lichkov	107,244	Ano	O		Dolany	50° 05' 05.10879'' N	16° 37' 41.47098'' E
P4086	Těchonín - Lichkov	108,224	Ano	O		Mladkov, zastavka ČD	50° 05' 31.48396'' N	16° 37' 47.67733'' E
P4087	Těchonín - Lichkov	109,138	Ano	O		k.ú.Mladkov	50° 05' 48.63579'' N	16° 38' 09.70117'' E
P4088	Těchonín - Lichkov	109,792	Ano	O		k.ú.Lichkov	50° 05' 41.28173'' N	16° 38' 39.82624'' E
P4089	Těchonín - Lichkov	110,09	Ano	O		k.ú.Lichkov	50° 05' 42.97169'' N	16° 38' 54.37002'' E
P4090	žst. Lichkov	111,602	Ano	MK		žst.Lichkov	50° 05' 56.32044'' N	16° 40' 07.43883'' E
P4091	Dolní Lipka - Lichkov	93,577	Ano	MK		U býv.stráž.domku, farma Urban	50° 05' 53.05187'' N	16° 40' 45.48068'' E
P4091	Lichkov - Lichkov st.hr.	112,374	Ano	MK		U býv.stráž.domku, farma Urban	50° 05' 53.05187'' N	16° 40' 45.48068'' E
P4093	Velký Osek - Kanín (nová spojka)	1,365	Ano	O			50° 05' 26.40672'' N	15° 11' 55.07255'' E
P4094	Velký Osek - Kanín (nová spojka)	2,253	Ano	III.	3287	Volárenský	50° 05' 45.61995'' N	15° 12' 16.18134'' E
P4095	Velký Osek - Kanín (nová spojka)	3,297	Ano	O			50° 06' 18.86656'' N	15° 12' 07.38528'' E
P4096	Opatovice n/L. - Plačice	2,04	Ano	C			50° 10' 57.54980'' N	15° 47' 39.73669'' E
P4097	Častolovice - Rychnov n/Kněžnou	1,212	Ne	I.	11	u zast. Častolovice	50° 07' 39.20491'' N	16° 11' 24.69994'' E
P4099	Častolovice - Rychnov n/Kněžnou	2,458	Ne	O		U brodu	50° 08' 09.28513'' N	16° 12' 02.81154'' E
P4100	Častolovice - Rychnov n/Kněžnou	2,912	Ne	O		Dusilovo	50° 08' 14.78606'' N	16° 12' 24.18956'' E
P4101	Častolovice - Rychnov n/Kněžnou	3,149	Ne	O			50° 08' 17.20458'' N	16° 12' 35.46971'' E
P4102	Častolovice - Rychnov n/Kněžnou	3,758	Ne	O	3188	u zast. Synkov	50° 08' 21.49694'' N	16° 13' 05.32351'' E
P4103	Častolovice - Rychnov n/Kněžnou	4,259	Ne	O		Na stěžníku	50° 08' 25.57602'' N	16° 13' 29.59035'' E
P4104	Častolovice - Rychnov n/Kněžnou	5,694	Ne	O		u zast. Slemeno	50° 08' 49.22268'' N	16° 14' 31.87553'' E
P4105	Častolovice - Rychnov n/Kněžnou	7,495	Ne	O		U čističky	50° 09' 02.55558'' N	16° 15' 58.74502'' E
P4106	Častolovice - Rychnov n/Kněžnou	7,96	Ne	II.	318		50° 09' 06.84405'' N	16° 16' 20.65143'' E
P4107	Častolovice - Rychnov n/Kněžnou	8,321	Ne	C		U hřbitova	50° 09' 16.79499'' N	16° 16' 28.99567'' E
P4108	Častolovice - Rychnov n/Kněžnou	8,449	Ne	O		uhelné sklady	50° 09' 20.78838'' N	16° 16' 30.17182'' E
P4109	žst. Rychnov n/Kněžnou	8,859	Ne	C		U ZNZ	50° 09' 32.89720'' N	16° 16' 21.96706'' E
P4110	Rychnov n/Kněžnou - Lipovka	9,214	Ne	C		U Bottkových	50° 09' 43.73195'' N	16° 16' 15.96176'' E
P4111	Rychnov n/Kněžnou - Lipovka	9,474	Ne	C		U školky	50° 09' 52.09723'' N	16° 16' 14.08993'' E
P4112	Rychnov n/Kněžnou - Lipovka	9,713	Ne	I.	14	u zast. Rychnov	50° 09' 59.58628'' N	16° 16' 15.41382'' E
P4113	Rychnov n/Kněžnou - Lipovka	9,85	Ne	O		U nemocnice	50° 10' 03.26020'' N	16° 16' 18.92772'' E
P4114	Rychnov n/Kněžnou - Lipovka	11,669	Ne	O			50° 10' 36.62207'' N	16° 16' 39.80633'' E
P4115	Lipovka - Solnice	12,889	Ne	O			50° 11' 01.23753'' N	16° 15' 54.66152'' E
P4116	Lipovka - Solnice	13,808	Ne	O		U třešně	50° 11' 24.60794'' N	16° 15' 26.10797'' E
P4117	Lipovka - Solnice	14,654	Ne	O	321		50° 11' 51.60436'' N	16° 15' 27.40293'' E
P4118	Lipovka - Solnice	14,968	Ne	II.	321	ŠKODA Kvasiny průmyslová zóna	50° 12' 00.55206'' N	16° 15' 22.32975'' E
P4119	Doudleby n/Orlicí - Vamberk	0,962	Ne	O			50° 06' 22.05139'' N	16° 16' 15.41473'' E
P4120	Doudleby n/Orlicí - Vamberk	1,594	Ne	O			50° 06' 39.23066'' N	16° 16' 28.66438'' E
P4121	žst. Vamberk	2,232	Ne	II.	11		50° 06' 56.26713'' N	16° 16' 46.70274'' E
P4122	Vamberk - Slatina n/Zdobnicí	2,718	Ne	II.	14		50° 07' 07.88665'' N	16° 17' 03.26015'' E
P4122		stará vlečka 0,119	ne	I.tř.	14		50° 7' 7.738'' N	16° 17' 3.297'' E
P4123	Vamberk - Slatina n/Zdobnicí	2,833	Ne	C			50° 07' 10.25640'' N	16° 17' 07.65801'' E
P4123		stará vlečka 0,236	ne	MK			50° 7' 10.116'' N	16° 17' 7.943'' E
P4124	Vamberk - Slatina n/Zdobnicí	3,109	Ne	C		U železáren	50° 07' 15.88369'' N	16° 17' 18.37579'' E
P4124		stará vlečka 0,031 k.č.106 0,078 k.č.112	ne	MK			50° 7' 15.438'' N	16° 17' 18.511'' E
P4125	Vamberk - Slatina n/Zdobnicí	3,798	Ne	O		U koupaliště	50° 07' 19.43632'' N	16° 17' 51.34028'' E
P4126	Vamberk - Slatina n/Zdobnicí	4,409	Ne	III.	3193	u zast. Peklo	50° 07' 19.39998'' N	16° 18' 21.99347'' E
P4127	Vamberk - Slatina n/Zdobnicí	4,953	Ne	O			50° 07' 21.91112'' N	16° 18' 48.70717'' E
P4128	Vamberk - Slatina n/Zdobnicí	5,31	Ne	III.	3194		50° 07' 29.41344'' N	16° 19' 01.53342'' E
P4129	Vamberk - Slatina n/Zdobnicí	6,358	Ne	O			50° 07' 32.61521'' N	16° 19' 51.02590'' E
P4130	Vamberk - Slatina n/Zdobnicí	7,503	Ne	O		u zast. Rybná	50° 07' 42.87960'' N	16° 20' 36.45603'' E
P4131	Vamberk - Slatina n/Zdobnicí	9,89	Ne	MK		U Havlů	50° 08' 17.24347'' N	16° 22' 07.01257'' E
P4132	Vamberk - Slatina n/Zdobnicí	10,365	Ne	C			50° 08' 12.78846'' N	16° 22' 30.33070'' E
P4133	Slatina n/Zdobnicí - Rokytnice v Orlických horách	10,635	Ne	O			50° 08' 12.48520'' N	16° 22' 43.86044'' E
P4134	Slatina n/Zdobnicí - Rokytnice v Orlických horách	10,737	Ne	III.	3195		50° 08' 12.38879'' N	16° 22' 48.89306'' E
P4135	Slatina n/Zdobnicí - Rokytnice v Orlických horách	10,979	Ne	O		U Linhartů	50° 08' 16.24171'' N	16° 22' 59.06964'' E
P4136	Slatina n/Zdobnicí - Rokytnice v Orlických horách	11,288	Ne	C		U Pitry	50° 08' 22.46041'' N	16° 23' 10.91523'' E
P4137	Slatina n/Zdobnicí - Rokytnice v Orlických horách	11,982	Ne	O		U Svobodů	50° 08' 33.29493'' N	16° 23' 40.91537'' E
P4138	Slatina n/Zdobnicí - Rokytnice v Orlických horách	12,701	Ne	O			50° 08' 51.46310'' N	16° 24' 00.98844'' E
P4139	Slatina n/Zdobnicí - Rokytnice v Orlických horách	15,099	Ne	O		u zast. Pěčín	50° 09' 38.24273'' N	16° 25' 08.99932'' E
P4140	Slatina n/Zdobnicí - Rokytnice v Orlických horách	16,737	Ne	O			50° 09' 59.73235'' N	16° 26' 15.51005'' E
P4141	Slatina n/Zdobnicí - Rokytnice v Orlických horách	17,298	Ne	II.	319		50° 09' 48.97001'' N	16° 26' 38.24324'' E
P4142	Slatina n/Zdobnicí - Rokytnice v Orlických horách	17,731	Ne	O			50° 09' 44.57666'' N	16° 26' 58.96854'' E
P4144	žst. Rokytnice v Orl.horách	19,306	Ne	C		U kasáren	50° 09' 35.07958'' N	16° 28' 00.35452'' E
P4145	Hanušovice - Hanušovice-Morava odbočka	71,018	Ne	O			50° 04' 46.58055'' N	16° 55' 34.41174'' E
P4146	Hanušovice-Morava - Podlesí	72,851	Ne	O		na Zámeček	50° 05' 12.80957'' N	16° 54' 32.17127'' E
P4147	Hanušovice-Morava - Podlesí	73,551	Ne	O		zast.Vlaské	50° 05' 14.81860'' N	16° 53' 59.98411'' E
P4148	Podlesí - Červený Potok	77,904	Ne	II.	312		50° 05' 18.22789'' N	16° 50' 51.63531'' E
P4149	Podlesí - Červený Potok	78,307	Ne	III.	31227	u Kunčára	50° 05' 13.83934'' N	16° 50' 33.38358'' E
P4150	Podlesí - Červený Potok	79,672	Ne	O		pohankův přejezd	50° 05' 16.67002'' N	16° 49' 27.41997'' E
P4151	Podlesí - Červený Potok	81,977	Ne	O			50° 06' 15.41549'' N	16° 48' 33.18410'' E
P4152	žst. Červený Potok	84,245	Ne	MK		Červený Potok - nádraží (žst.)	50° 06' 17.13613'' N	16° 47' 00.60655'' E
P4153	Červený Potok - Dolní Lipka	85,192	Ne	III.	31222	u Plháka	50° 06' 06.91318'' N	16° 46' 18.46818'' E
P4154	Červený Potok - Dolní Lipka	85,669	Ne	O		Ekofarma, u Tutláka, na louku	50° 05' 58.64646'' N	16° 45' 58.88172'' E
P4155	Červený Potok - Dolní Lipka	86,561	Ne	III.	31224	zast. Prostřední Lipka	50° 05' 56.32293'' N	16° 45' 15.75073'' E
P4156	Červený Potok - Dolní Lipka	86,866	Ne	O		Prostřední Lipka, polní	50° 05' 59.74540'' N	16° 45' 01.52437'' E
P4157	Červený Potok - Dolní Lipka	87,35	Ne	O		u prasečáku	50° 06' 03.61257'' N	16° 44' 38.57122'' E
P4158	Červený Potok - Dolní Lipka	88,052	Ne	O		k.ú.Prostřední Lipka	50° 06' 06.05642'' N	16° 44' 04.82095'' E
P4159	Červený Potok - Dolní Lipka	88,897	Ne	O		u Bůčka	50° 05' 44.78813'' N	16° 43' 42.73657'' E
P4160	Červený Potok - Dolní Lipka	89,978	Ne	III.	31223	žst. Dolní Lipka	50° 05' 19.06931'' N	16° 43' 30.29811'' E
P4161	Dolní Lipka - Lichkov	90,782	Ne	C		k.ú.Dolní lipka	50° 05' 23.64595'' N	16° 42' 51.19246'' E
P4164	Dolní Lipka - Králíky	0,816	Ne	O		v lese	50° 05' 14.76903'' N	16° 43' 55.89918'' E
P4165	Dolní Lipka - Králíky	1,195	Ne	O		u bunkru	50° 05' 09.95181'' N	16° 44' 13.49045'' E
P4166	Dolní Lipka - Králíky	1,67	Ne	O		u zahrádek	50° 05' 09.76180'' N	16° 44' 35.93121'' E
P4167	Dolní Lipka - Králíky	2,093	Ne	O		Králíky, zastávka	50° 05' 12.17837'' N	16° 44' 56.52514'' E
P4168	Dolní Lipka - Králíky	2,552	Ne	MK		u Tesly	50° 05' 06.85747'' N	16° 45' 17.73797'' E
P4169	Dolní Lipka - Králíky	2,65	Ne	MK		u Havlíka	50° 05' 04.08041'' N	16° 45' 19.96636'' E
P4170	Králíky - Červená Voda	3,835	Ne	V		u vodárny	50° 04' 26.16207'' N	16° 45' 19.94707'' E
P4171	Králíky - Červená Voda	4,813	Ne	O		u pily	50° 04' 00.62175'' N	16° 44' 52.45333'' E
P4172	Králíky - Červená Voda	4,909	Ne	MK		Dolní Orlice, zastávka	50° 03' 57.60894'' N	16° 44' 51.23128'' E
P4173	Králíky - Červená Voda	5,634	Ne	O		mezi poli	50° 03' 35.98181'' N	16° 44' 47.67093'' E
P4175	Králíky - Červená Voda	7,015	Ne	I.		v blízkosti dopravny Č.Voda	50° 02' 57.49562'' N	16° 44' 45.07349'' E
P4176	Králíky - Červená Voda	7,147	Ne	MK		u cihelny, vedle žst.Č.Voda	50° 02' 53.39511'' N	16° 44' 46.50822'' E
P4177	Červená Voda - Moravský Karlov	7,756	Ne	O		mezi loukami	50° 02' 34.16220'' N	16° 44' 52.25848'' E
P4178	Červená Voda - Moravský Karlov	8,45	Ne	O		u Knápka	50° 02' 13.33913'' N	16° 44' 45.23187'' E
P4179	Červená Voda - Moravský Karlov	8,827	Ne	O		pod rozhlednou	50° 02' 01.26566'' N	16° 44' 48.58760'' E
P4180	Červená Voda - Moravský Karlov	9,473	Ne	O		ruský	50° 01' 43.08186'' N	16° 45' 03.96484'' E
P4181	Moravský Karlov - Štíty	9,895	Ne	III.	31230	Moravský Karlov, zastávka	50° 01' 30.70417'' N	16° 45' 11.91573'' E
P4182	Moravský Karlov - Štíty	10,582	Ne	MK		u firmy ITEMA, s.r.o.	50° 01' 13.25934'' N	16° 44' 53.37064'' E
P4183	Moravský Karlov - Štíty	10,834	Ne	C		u pošty, dopravna Bílá Voda	50° 01' 05.40390'' N	16° 44' 50.82644'' E
P4184	Moravský Karlov - Štíty	11,286	Ne	I.	11	I/11	50° 00' 50.89478'' N	16° 44' 52.35948'' E
P4185	Moravský Karlov - Štíty	11,529	Ne	O		u Rytíře	50° 00' 43.21084'' N	16° 44' 53.27244'' E
P4186	Moravský Karlov - Štíty	12,253	Ne	MK		do mokřin	50° 00' 21.02247'' N	16° 44' 49.60634'' E
P4187	Moravský Karlov - Štíty	12,457	Ne	C	4313	zast.Mlýnický Dvůr	50° 00' 14.67636'' N	16° 44' 52.47028'' E
P4188	Moravský Karlov - Štíty	14,086	Ne	MK		zast.Heroltice	49° 59' 23.69969'' N	16° 45' 11.87449'' E
P4189	Moravský Karlov - Štíty	15,272	Ne	III.	31115	u lesa	49° 58' 45.97882'' N	16° 45' 10.00773'' E
P4190	Moravský Karlov - Štíty	15,625	Ne	O		polní	49° 58' 35.12988'' N	16° 45' 04.62670'' E
P4191	Moravský Karlov - Štíty	16,104	Ne	III.	31115	Štíty	49° 58' 21.52532'' N	16° 45' 09.38976'' E
P4192	Hanušovice-Morava odbočka - Staré Město pod Sněžníkem	5,5	Ne	II.	446		50° 06' 56.61454'' N	16° 56' 13.58158'' E
P4193	Hanušovice-Morava odbočka - Staré Město pod Sněžníkem	5,947	Ne	O			50° 07' 09.44392'' N	16° 56' 23.00028'' E
P4194	Hanušovice-Morava odbočka - Staré Město pod Sněžníkem	7,766	Ne	O			50° 07' 57.89523'' N	16° 57' 04.59224'' E
P4195	Hanušovice-Morava odbočka - Staré Město pod Sněžníkem	8,954	Ne	III.	44644		50° 08' 35.12035'' N	16° 56' 59.25605'' E
P4196	Hanušovice-Morava odbočka - Staré Město pod Sněžníkem	10,765	Ne	C			50° 09' 29.54316'' N	16° 56' 33.16716'' E
P4197	Hanušovice-Morava odbočka - Staré Město pod Sněžníkem	11,129	Ne	O			50° 09' 41.33855'' N	16° 56' 31.46750'' E
P4198	dD3 Staré Město pod Sněžníkem	11,375	Ne	O			50° 09' 49.05128'' N	16° 56' 31.48982'' E
P4199	Olomouc hl.n. - Bohuňovice	102,539	Ne	II.	448	U podjezdu	49° 36' 08.36392'' N	17° 16' 33.57333'' E
P4200	Olomouc hl.n. - Bohuňovice	102,828	Ne	MK		ul.Sladovní (Drahstav)	49° 36' 17.39176'' N	17° 16' 34.34771'' E
P4201	Olomouc hl.n. - Bohuňovice	103,854	Ne	O			49° 36' 50.68686'' N	17° 16' 39.17745'' E
P4202	Olomouc hl.n. - Bohuňovice	104,324	Ne	O		U vodárny	49° 37' 05.85923'' N	17° 16' 41.41761'' E
P4203	Olomouc hl.n. - Bohuňovice	108,462	Ne	III.	4469	Trusovice	49° 39' 19.19972'' N	17° 16' 58.72935'' E
P4204	Olomouc hl.n. - Bohuňovice	109,085	Ne	III.	44610	u stanice	49° 39' 38.99203'' N	17° 16' 52.90182'' E
P4205	Bohuňovice - Šternberk	109,886	Ne	O		u skládky	49° 40' 04.93180'' N	17° 16' 54.65381'' E
P4206	Bohuňovice - Šternberk	110,537	Ne	O			49° 40' 25.73947'' N	17° 16' 58.54335'' E
P4207	žst. Šternberk	115,49	Ne	III.	44427	Lhota	49° 43' 04.35015'' N	17° 17' 16.89508'' E
P4208	žst. Šternberk	116,146	Ne	O			49° 43' 23.19751'' N	17° 17' 01.92487'' E
P4209	žst. Hanušovice - (kol. 103, směr Mikulovice)	0,502	Ne	MK			50° 04' 35.14930'' N	16° 55' 46.92459'' E
P4210	žst. Hanušovice - (kol. 103, směr Mikulovice)	0,734	Ne	C			50° 04' 39.46504'' N	16° 55' 56.49282'' E
P4211	žst. Hanušovice - (kol. 103, směr Mikulovice)	0,809	Ne	II.	446		50° 04' 40.86987'' N	16° 55' 59.50237'' E
P4212	Šternberk - Újezd u Uničova	2,362	Ne	H			49° 44' 20.58860'' N	17° 16' 12.54838'' E
P4213	Šternberk - Újezd u Uničova	3,244	Ne	III.	44424	Krákořice	49° 44' 46.38891'' N	17° 15' 53.43691'' E
P4214	Šternberk - Újezd u Uničova	5,842	Ne	III.	44421	u zastávky	49° 45' 29.82372'' N	17° 14' 07.66103'' E
P4215	Šternberk - Újezd u Uničova	8,65	Ne	O			49° 46' 24.56206'' N	17° 12' 15.46039'' E
P4216	žst. Újezd u Uničova	9,852	Ne	III.	44419	u zastávky	49° 46' 30.40173'' N	17° 11' 16.58991'' E
P4217	Újezd u Uničova - UNEX Uničov	10,427	Ne	O			49° 46' 31.95959'' N	17° 10' 48.01708'' E
P4218	Újezd u Uničova - UNEX Uničov	10,76	Ne	O			49° 46' 32.93028'' N	17° 10' 31.44010'' E
P4219	Újezd u Uničova - UNEX Uničov	11,791	Ne	III.	44417		49° 46' 35.85376'' N	17° 09' 39.94744'' E
P4220	UNEX Uničov - Uničov	13,187	Ne	O			49° 46' 39.80040'' N	17° 08' 30.35772'' E
P4221	UNEX Uničov - Uničov	14,675	Ne	II.	446		49° 46' 43.96717'' N	17° 07' 16.35772'' E
P4222	Uničov - Troubelice	15,52	Ne	O			49° 46' 46.52452'' N	17° 06' 34.50838'' E
P4223	Uničov - Troubelice	17,915	Ne	III.	44414		49° 47' 39.47735'' N	17° 05' 07.71081'' E
P4224	Uničov - Troubelice	18,348	Ne	O			49° 47' 49.48022'' N	17° 04' 52.61850'' E
P4225	Troubelice - Libina	19,758	Ne	III.	44412		49° 48' 31.67578'' N	17° 04' 39.24604'' E
P4226	Troubelice - Libina	20,204	Ne	O			49° 48' 45.72363'' N	17° 04' 35.67811'' E
P4227	Troubelice - Libina	21,184	Ne	O			49° 49' 10.47148'' N	17° 04' 08.85267'' E
P4228	Troubelice - Libina	23,373	Ne	III.	31550		49° 50' 09.46962'' N	17° 04' 20.37986'' E
P4229	Troubelice - Libina	23,877	Ne	O			49° 50' 23.89874'' N	17° 04' 31.48818'' E
P4230	Troubelice - Libina	25,32	Ne	O		u stráž.domku	49° 51' 04.45562'' N	17° 04' 38.68559'' E
P4231	Libina - Nový Malín	31,964	Ne	O			49° 54' 01.19739'' N	17° 02' 59.65149'' E
P4232	Libina - Nový Malín	37,947	Ne	O			49° 56' 27.82496'' N	17° 02' 06.28722'' E
P4233	Libina - Nový Malín	38,175	Ne	III.	44631	u kadeřnictví	49° 56' 35.13240'' N	17° 02' 04.11957'' E
P4234	nz. Nový Malín	38,682	Ne	III.	44632	nad pilou	49° 56' 51.19703'' N	17° 02' 06.46125'' E
P4235	Nový Malín - Šumperk	39,058	Ne	O			49° 57' 03.34941'' N	17° 02' 07.20543'' E
P4236	Nový Malín - Šumperk	40,667	Ne	O			49° 57' 47.53786'' N	17° 01' 25.44085'' E
P4237	Nový Malín - Šumperk	42,1	Ne	III.	44638	u Benziny	49° 57' 58.71497'' N	17° 00' 19.85552'' E
P4238	Nový Malín - Šumperk	42,562	Ne	III.	44636		49° 57' 51.23300'' N	16° 59' 59.76185'' E
P4238		4,803	ne	III.	44636	ul.Luže	49° 57' 51.556'' N	16° 59' 59.729'' E
P4239	Nový Malín - Šumperk	42,833	Ne	C		ul.Příčná - u prádelny	49° 57' 49.08641'' N	16° 59' 46.53576'' E
P4239		13,612	ne	Místní		ul.Příčná	49° 57' 30.128'' N	16° 59' 46.752'' E
P4240	žst. Šumperk	43,49	Ne	II.	446	Lidická	49° 57' 45.18662'' N	16° 59' 14.27139'' E
P4241	žst. Šumperk	44,526	Ne	III.	3703		49° 57' 26.73065'' N	16° 58' 34.04649'' E
P4241		0,34	ne	III	3703		49° 57' 26.643''N	16° 58' 34.031''E
P4242	Šumperk - Bludov	45,683	Ano	O			49° 56' 57.52630'' N	16° 57' 58.12233'' E
P4243	Šumperk - Bludov	46,338	Ano	MK			49° 56' 49.34397'' N	16° 57' 28.62230'' E
P4244	Šumperk - Bludov	46,61	Ano	O		k čističce	49° 56' 43.98535'' N	16° 57' 18.53897'' E
P4245	Bludov - Bludov-Chromeč	49,46	Ne	III.	3704	u stanice	49° 55' 26.68289'' N	16° 56' 07.66055'' E
P4246	Bludov-Chromeč - OP papírna, s.r.o. vlečka Olšany	50,66	Ne	I.	44		49° 55' 43.91187'' N	16° 55' 19.32238'' E
P4247	Bludov-Chromeč - OP papírna, s.r.o. vlečka Olšany	52,574	Ne	I.	11		49° 56' 25.94240'' N	16° 54' 10.78856'' E
P4248	Bludov-Chromeč - OP papírna, s.r.o. vlečka Olšany	53,367	Ne	O			49° 56' 48.46155'' N	16° 53' 52.88236'' E
P4249	Bludov-Chromeč - OP papírna, s.r.o. vlečka Olšany	55,144	Ne	III.	1119		49° 57' 07.83714'' N	16° 52' 30.92064'' E
P4250	Bludov-Chromeč - OP papírna, s.r.o. vlečka Olšany	55,81	Ne	MK			49° 57' 25.58665'' N	16° 52' 12.30702'' E
P4251	OP papírna, s.r.o. vl. Olšany - Ruda n/Moravou	57,225	Ne	III.	36917		49° 58' 05.89085'' N	16° 52' 29.43432'' E
P4252	Ruda n/Moravou - Bohdíkov	60,227	Ne	O			49° 59' 28.87784'' N	16° 53' 33.31048'' E
P4253	Ruda n/Moravou - Bohdíkov	61,054	Ne	MK			49° 59' 54.21994'' N	16° 53' 41.42763'' E
P4254	Ruda n/Moravou - Bohdíkov	62,35	Ne	III.	36914	36914A-1	50° 00' 36.15325'' N	16° 53' 50.44907'' E
P4255	Ruda n/Moravou - Bohdíkov	63,008	Ne	O			50° 00' 57.01815'' N	16° 53' 54.90210'' E
